cod_ibge;municipio;ano;pop_urb;pop_rur;pop_tot;grau_urb
3545001;Salesópolis;2025;11760;5622;17382;67,66
3545100;Salmourão;2025;4985;240;5225;95,41
3545159;Saltinho;2025;6771;1278;8049;84,12
3545209;Salto;2025;118163;837;119000;99,3
3545308;Salto de Pirapora;2025;36076;9665;45741;78,87
3545407;Salto Grande;2025;8578;664;9242;92,82
3545506;Sandovalina;2025;3734;713;4447;83,97
3545605;Santa Adélia;2025;14265;813;15078;94,61
3545704;Santa Albertina;2025;5060;538;5598;90,39
3545803;Santa Bárbara d'Oeste;2025;190186;1505;191691;99,21
3546009;Santa Branca;2025;12652;1692;14344;88,2
3546108;Santa Clara d'Oeste;2025;1624;343;1967;82,56
3546207;Santa Cruz da Conceição;2025;3672;791;4463;82,28
3546256;Santa Cruz da Esperança;2025;1474;652;2126;69,33
3546306;Santa Cruz das Palmeiras;2025;34571;696;35267;98,03
3546405;Santa Cruz do Rio Pardo;2025;44344;2601;46945;94,46
3546504;Santa Ernestina;2025;5357;180;5537;96,75
3546603;Santa Fé do Sul;2025;30038;1231;31269;96,06
3546702;Santa Gertrudes;2025;27863;299;28162;98,94
3546801;Santa Isabel;2025;46860;9995;56855;82,42
3546900;Santa Lucia;2025;8382;319;8701;96,33
3547007;Santa Maria da Serra;2025;5965;517;6482;92,02
3547106;Santa Mercedes;2025;2620;197;2817;93,01
3547205;Santana da Ponte Pensa;2025;1117;334;1451;76,98
3547304;Santana de Parnaíba;2025;151005;0;151005;100
3547403;Santa Rita d'Oeste;2025;1913;414;2327;82,21
3547502;Santa Rita do Passa Quatro;2025;24371;1867;26238;92,88
3547601;Santa Rosa do Viterbo;2025;25358;893;26251;96,6
3547650;Santa Salete;2025;1106;324;1430;77,34
3547700;Santo Anastácio;2025;18969;1054;20023;94,74
3547809;Santo André;2025;697947;0;697947;100
3547908;Santo Antonio da Alegria;2025;5131;1626;6757;75,94
3548005;Santo Antonio da Posse;2025;22953;797;23750;96,64
3548054;Santo Antonio do Aracanguá;2025;7621;858;8479;89,88
3548104;Santo Antonio do Jardim;2025;3959;1853;5812;68,12
3548203;Santo Antonio do Pinhal;2025;4989;1716;6705;74,41
3548302;Santo Expedito;2025;2881;158;3039;94,8
3548401;Santópolis do Aguapeí;2025;4711;107;4818;97,78
3548500;Santos;2025;432445;324;432769;99,93
3548609;São Bento do Sapucaí;2025;5640;4933;10573;53,34
3548708;São Bernardo do Campo;2025;814267;13053;827320;98,42
3548807;São Caetano do Sul;2025;150581;0;150581;100
3548906;São Carlos;2025;239732;10002;249734;95,99
3549003;São Francisco;2025;2206;421;2627;83,97
3549102;São João da Boa Vista;2025;86302;2024;88326;97,71
3549201;São João das Duas Pontes;2025;1875;548;2423;77,38
3549250;São João de Iracema;2025;1710;154;1864;91,74
3549300;São João do Pau d'Alho;2025;1708;221;1929;88,54
3549409;São Joaquim da Barra;2025;50777;910;51687;98,24
3549508;São José da Bela Vista;2025;8203;701;8904;92,13
3549607;São José do Barreiro;2025;3370;713;4083;82,54
3549706;São José do Rio Pardo;2025;50065;3499;53564;93,47
3549805;São José do Rio Preto;2025;432315;27921;460236;93,93
3549904;São José dos Campos;2025;726258;15082;741340;97,97
3549953;São Lourenço da Serra;2025;15310;996;16306;93,89
3550001;São Luís do Paraitinga;2025;6408;4234;10642;60,21
3550100;São Manuel;2025;39629;471;40100;98,83
3550209;São Miguel Arcanjo;2025;26187;6395;32582;80,37
3550308;São Paulo;2025;11988615;108745;12097360;99,1
3550407;São Pedro;2025;31098;4119;35217;88,3
3550506;São Pedro do Turvo;2025;6014;1455;7469;80,52
3550605;São Roque;2025;88481;1982;90463;97,81
3550704;São Sebastião;2025;91319;1040;92359;98,87
3550803;São Sebastião da Grama;2025;8750;3149;11899;73,54
3550902;São Simão;2025;14056;1015;15071;93,27
3551009;São Vicente;2025;369054;698;369752;99,81
3551108;Sarapuí;2025;8827;1776;10603;83,25
3551207;Sarutaiá;2025;3244;430;3674;88,3
3551306;Sebastianópolis do Sul;2025;2943;407;3350;87,85
3551405;Serra Azul;2025;9111;3681;12792;71,22
3551504;Serrana;2025;46445;211;46656;99,55
3551603;Serra Negra;2025;24145;3528;27673;87,25
3551702;Sertãozinho;2025;125901;471;126372;99,63
3551801;Sete Barras;2025;9906;2795;12701;77,99
3551900;Severínia;2025;17253;570;17823;96,8
3552007;Silveiras;2025;3566;2817;6383;55,87
3552106;Socorro;2025;28835;10517;39352;73,27
3552205;Sorocaba;2025;677952;6970;684922;98,98
3552304;Sud Mennucci;2025;6720;1072;7792;86,24
3552403;Sumaré;2025;296312;3530;299842;98,82
3552502;Suzano;2025;292838;10685;303523;96,48
3552551;Suzanópolis;2025;2780;1385;4165;66,75
3552601;Tabapuã;2025;11281;740;12021;93,84
3552700;Tabatinga;2025;15077;1319;16396;91,96
3552809;Taboão da Serra;2025;300673;0;300673;100
3552908;Taciba;2025;5517;673;6190;89,13
3553005;Taguaí;2025;10218;4046;14264;71,63
3553104;Taiaçu;2025;5730;358;6088;94,12
3553203;Taiúva;2025;5886;329;6215;94,71
3553302;Tambaú;2025;21264;1755;23019;92,38
3553401;Tanabi;2025;23683;1633;25316;93,55
3553500;Tapiraí;2025;5938;1791;7729;76,83
3553609;Tapiratiba;2025;11558;1012;12570;91,95
3553658;Taquaral;2025;2683;82;2765;97,03
3553708;Taquaritinga;2025;52772;1888;54660;96,55
3553807;Taquarituba;2025;21684;1776;23460;92,43
3553856;Taquarivaí;2025;3610;2428;6038;59,79
3553906;Tarabaí;2025;7155;406;7561;94,63
3553955;Tarumã;2025;14822;722;15544;95,36
3554003;Tatuí;2025;122725;2891;125616;97,7
3554102;Taubaté;2025;311643;6474;318117;97,96
3554201;Tejupá;2025;3852;896;4748;81,13
3554300;Teodoro Sampaio;2025;19030;3791;22821;83,39
3554409;Terra Roxa;2025;9042;329;9371;96,49
3554508;Tietê;2025;39162;3597;42759;91,59
3554607;Timburi;2025;2028;497;2525;80,32
3554656;Torre de Pedra;2025;1733;612;2345;73,9
3554706;Torrinha;2025;8681;1149;9830;88,31
3554755;Trabiju;2025;1669;100;1769;94,35
3554805;Tremembé;2025;45099;2853;47952;94,05
3554904;Três Fronteiras;2025;4991;569;5560;89,77
3554953;Tuiuti;2025;3811;2948;6759;56,38
3555000;Tupã;2025;59738;2496;62234;95,99
3555109;Tupi Paulista;2025;11691;3195;14886;78,54
3555208;Turiúba;2025;1612;266;1878;85,84
3555307;Turmalina;2025;1351;377;1728;78,18
3555356;Ubarana;2025;5910;462;6372;92,75
3555406;Ubatuba;2025;91184;2148;93332;97,7
3555505;Ubirajara;2025;3535;1232;4767;74,16
3555604;Uchôa;2025;9121;595;9716;93,88
3555703;União Paulista;2025;1478;323;1801;82,07
3555802;Urânia;2025;7485;991;8476;88,31
3555901;Uru;2025;1137;52;1189;95,63
3556008;Urupês;2025;12268;983;13251;92,58
3556107;Valentim Gentil;2025;12514;904;13418;93,26
3556206;Valinhos;2025;124702;5419;130121;95,84
3556305;Valparaíso;2025;23985;560;24545;97,72
3556354;Vargem;2025;7192;3282;10474;68,67
3556404;Vargem Grande do Sul;2025;41010;1413;42423;96,67
3556453;Vargem Grande Paulista;2025;57156;0;57156;100
3556503;Várzea Paulista;2025;125345;0;125345;100
3556602;Vera Cruz;2025;9491;941;10432;90,98
3556701;Vinhedo;2025;79645;2584;82229;96,86
3556800;Viradouro;2025;18171;548;18719;97,07
3556909;Vista Alegre do Alto;2025;8023;381;8404;95,47
3556958;Vitória Brasil;2025;1594;167;1761;90,52
3557006;Votorantim;2025;119343;4732;124075;96,19
3557105;Votuporanga;2025;91315;2632;93947;97,2
3557154;Zacarias;2025;2302;329;2631;87,5
3557204;Chavantes;2025;11615;637;12252;94,8
3557303;Estiva Gerbi;2025;9151;2322;11473;79,76
3500105;Adamantina;2030;32556;923;33479;97,24
3500204;Adolfo;2030;3102;218;3320;93,43
3500303;Aguaí;2030;35718;2387;38105;93,74
3500402;Águas da Prata;2030;7377;455;7832;94,19
3500501;Águas de Lindóia;2030;18708;169;18877;99,1
3500550;Águas de Santa Bárbara;2030;4879;1268;6147;79,37
3500600;Águas de São Pedro;2030;3292;0;3292;100
3500709;Agudos;2030;35941;1144;37085;96,92
3500758;Alambari;2030;5645;849;6494;86,93
3500808;Alfredo Marcondes;2030;3642;223;3865;94,23
3500907;Altair;2030;3681;480;4161;88,46
3501004;Altinópolis;2030;14608;820;15428;94,68
3501103;Alto Alegre;2030;3483;416;3899;89,33
3501152;Alumínio;2030;15832;3045;18877;83,87
3501202;Álvares Florence;2030;2621;730;3351;78,22
3501301;Álvares Machado;2030;22194;1841;24035;92,34
3501400;Álvaro de Carvalho;2030;3817;1557;5374;71,03
3501509;Alvinlândia;2030;3089;210;3299;93,63
3501608;Americana;2030;245410;1152;246562;99,53
3501707;Américo Brasiliense;2030;43793;334;44127;99,24
3501806;Américo de Campos;2030;5079;564;5643;90,01
3501905;Amparo;2030;62841;8315;71156;88,31
3502002;Analândia;2030;4594;665;5259;87,36
3502101;Andradina;2030;53334;2769;56103;95,06
3502200;Angatuba;2030;20378;5886;26264;77,59
3502309;Anhembi;2030;6079;1366;7445;81,65
3502408;Anhumas;2030;3784;346;4130;91,62
3502507;Aparecida;2030;35292;521;35813;98,55
3502606;Aparecida d'Oeste;2030;3460;390;3850;89,87
3502705;Apiaí;2030;22010;3173;25183;87,4
3502754;Araçariguama;2030;23850;0;23850;100
3502804;Araçatuba;2030;189620;3729;193349;98,07
3502903;Araçoiaba da Serra;2030;25110;11422;36532;68,73
3503000;Aramina;2030;5504;143;5647;97,47
3503109;Arandu;2030;5446;755;6201;87,82
3503158;Arapeí;2030;1956;490;2446;79,97
3503208;Araraquara;2030;229752;6723;236475;97,16
3503307;Araras;2030;132282;5942;138224;95,7
3503356;Arco-Íris;2030;1206;504;1710;70,53
3503406;Arealva;2030;7365;1020;8385;87,84
3503505;Areias;2030;2693;1323;4016;67,06
3503604;Areiópolis;2030;10714;550;11264;95,12
3503703;Ariranha;2030;9289;520;9809;94,7
3503802;Artur Nogueira;2030;52780;5514;58294;90,54
3503901;Arujá;2030;97692;3465;101157;96,57
3503950;Aspásia;2030;1358;353;1711;79,37
3504008;Assis;2030;100420;4583;105003;95,64
3504107;Atibaia;2030;141294;6854;148148;95,37
3504206;Auriflama;2030;13693;729;14422;94,95
3504305;Avaí;2030;3700;1810;5510;67,15
3504404;Avanhandava;2030;10805;1974;12779;84,55
3504503;Avaré;2030;87498;2564;90062;97,15
3504602;Bady Bassitt;2030;16143;1043;17186;93,93
3504701;Balbinos;2030;1195;2521;3716;32,16
3504800;Bálsamo;2030;8087;541;8628;93,73
3504909;Bananal;2030;9686;1315;11001;88,05
3505005;Barão de Antonina;2030;2378;1224;3602;66,02
3505104;Barbosa;2030;6783;1063;7846;86,45
3505203;Bariri;2030;34534;983;35517;97,23
3505302;Barra Bonita;2030;33659;599;34258;98,25
3505351;Barra do Chapéu;2030;1715;4111;5826;29,44
3505401;Barra do Turvo;2030;4138;3774;7912;52,3
3505500;Barretos;2030;117069;3678;120747;96,95
3505609;Barrinha;2030;34901;391;35292;98,89
3505708;Barueri;2030;281110;0;281110;100
3505807;Bastos;2030;18325;1909;20234;90,57
3505906;Batatais;2030;55315;7233;62548;88,44
3506003;Bauru;2030;367767;6256;374023;98,33
3506102;Bebedouro;2030;69609;2468;72077;96,58
3506201;Bento de Abreu;2030;3043;88;3131;97,19
3506300;Bernardino de Campos;2030;10016;779;10795;92,78
3506359;Bertioga;2030;74923;417;75340;99,45
3506409;Bilac;2030;7767;340;8107;95,81
3506508;Birigui;2030;125140;3091;128231;97,59
3506607;Biritiba Mirim;2030;31484;4087;35571;88,51
3506706;Boa Esperança do Sul;2030;14304;962;15266;93,7
3506805;Bocaina;2030;12368;720;13088;94,5
3506904;Bofete;2030;7728;4393;12121;63,76
3507001;Boituva;2030;59676;3763;63439;94,07
3507100;Bom Jesus dos Perdões;2030;25478;1868;27346;93,17
3507159;Bom Sucesso de Itararé;2030;3367;823;4190;80,36
3507209;Borá;2030;631;179;810;77,9
3507308;Boracéia;2030;4709;380;5089;92,53
3507407;Borborema;2030;14992;661;15653;95,78
3507456;Borebi;2030;2679;114;2793;95,92
3507506;Botucatu;2030;144763;4624;149387;96,9
3507605;Bragança Paulista;2030;171621;3044;174665;98,26
3507704;Braúna;2030;5659;267;5926;95,49
3507753;Brejo Alegre;2030;2554;317;2871;88,96
3507803;Brodowski;2030;25439;181;25620;99,29
3507902;Brotas;2030;22397;3156;25553;87,65
3508009;Buri;2030;18210;2924;21134;86,16
3508108;Buritama;2030;16629;532;17161;96,9
3508207;Buritizal;2030;3804;627;4431;85,85
3508306;Cabrália Paulista;2030;3767;514;4281;87,99
3508405;Cabreúva;2030;51849;4012;55861;92,82
3508504;Caçapava;2030;81054;13675;94729;85,56
3508603;Cachoeira Paulista;2030;28474;4973;33447;85,13
3508702;Caconde;2030;14372;4758;19130;75,13
3508801;Cafelândia;2030;16266;1336;17602;92,41
3508900;Caiabu;2030;3639;468;4107;88,6
3509007;Caieiras;2030;109584;1492;111076;98,66
3509106;Caiuá;2030;2289;3687;5976;38,3
3509205;Cajamar;2030;88080;860;88940;99,03
3509254;Cajati;2030;22843;7527;30370;75,22
3509304;Cajobi;2030;9797;431;10228;95,79
3509403;Cajuru;2030;24508;2795;27303;89,76
3509452;Campina do Monte Alegre;2030;5421;549;5970;90,8
3509502;Campinas;2030;1202357;21037;1223394;98,28
3509601;Campo Limpo Paulista;2030;88915;0;88915;100
3509700;Campos do Jordão;2030;51332;322;51654;99,38
3509809;Campos Novos Paulista;2030;4355;687;5042;86,37
3509908;Cananéia;2030;11195;1581;12776;87,63
3509957;Canas;2030;5428;148;5576;97,35
3510005;Cândido Mota;2030;28328;1373;29701;95,38
3510104;Cândido Rodrigues;2030;2336;288;2624;89,02
3510153;Canitar;2030;5292;249;5541;95,51
3510203;Capão Bonito;2030;41483;5860;47343;87,62
3510302;Capela do Alto;2030;20892;2374;23266;89,8
3510401;Capivari;2030;57251;1081;58332;98,15
3510500;Caraguatatuba;2030;120976;4232;125208;96,62
3510609;Carapicuíba;2030;412095;0;412095;100
3510708;Cardoso;2030;10717;846;11563;92,68
3510807;Casa Branca;2030;25275;4881;30156;83,81
3510906;Cássia dos Coqueiros;2030;2019;395;2414;83,64
3511003;Castilho;2030;17075;5551;22626;75,47
3511102;Catanduva;2030;117314;950;118264;99,2
3511201;Catiguá;2030;7235;499;7734;93,55
3511300;Cedral;2030;7986;1319;9305;85,82
3511409;Cerqueira César;2030;19246;1202;20448;94,12
3511508;Cerquilho;2030;48538;2649;51187;94,82
3511607;Cesário Lange;2030;12299;5917;18216;67,52
3511706;Charqueada;2030;16791;1426;18217;92,17
3511904;Clementina;2030;8943;222;9165;97,58
3512001;Colina;2030;16866;662;17528;96,22
3512100;Colômbia;2030;4682;1343;6025;77,71
3512209;Conchal;2030;28084;683;28767;97,63
3512308;Conchas;2030;15751;1987;17738;88,8
3512407;Cordeirópolis;2030;24035;2724;26759;89,82
3512506;Coroados;2030;5627;673;6300;89,32
3512605;Coronel Macedo;2030;4113;682;4795;85,78
3512704;Corumbataí;2030;2828;1204;4032;70,14
3512803;Cosmópolis;2030;74377;5708;80085;92,87
3512902;Cosmorama;2030;5581;1175;6756;82,61
3513009;Cotia;2030;285614;0;285614;100
3513108;Cravinhos;2030;35860;335;36195;99,07
3513207;Cristais Paulista;2030;8066;947;9013;89,49
3513306;Cruzália;2030;1515;492;2007;75,49
3513405;Cruzeiro;2030;79759;1747;81506;97,86
3513504;Cubatão;2030;137235;0;137235;100
3513603;Cunha;2030;14845;6573;21418;69,31
3513702;Descalvado;2030;31274;1752;33026;94,7
3513801;Diadema;2030;414532;0;414532;100
3513850;Dirce Reis;2030;1469;219;1688;87,03
3513900;Divinolândia;2030;8729;1928;10657;81,91
3514007;Dobrada;2030;9421;215;9636;97,77
3514106;Dois Córregos;2030;27953;656;28609;97,71
3514205;Dolcinópolis;2030;1844;119;1963;93,94
3514304;Dourado;2030;7609;662;8271;92
3514403;Dracena;2030;42556;3009;45565;93,4
3514502;Duartina;2030;10923;695;11618;94,02
3514601;Dumont;2030;10245;107;10352;98,97
3514700;Echaporã;2030;5212;896;6108;85,33
3514809;Eldorado;2030;7936;8191;16127;49,21
3514908;Elias Fausto;2030;16129;2237;18366;87,82
3514924;Elisiário;2030;3410;226;3636;93,78
3514957;Embaúba;2030;2171;204;2375;91,41
3515004;Embu;2030;293664;0;293664;100
3515103;Embu-Guaçu;2030;70828;1941;72769;97,33
3515129;Emilianópolis;2030;2779;266;3045;91,26
3515152;Engenheiro Coelho;2030;18731;5006;23737;78,91
3515186;Espírito Santo do Pinhal;2030;39910;2995;42905;93,02
3515194;Espírito Santo do Turvo;2030;4510;763;5273;85,53
3515202;Estrela d'Oeste;2030;7122;810;7932;89,79
3515301;Estrela do Norte;2030;2457;232;2689;91,37
3515350;Euclides da Cunha Paulista;2030;6318;3355;9673;65,32
3515400;Fartura;2030;13756;2174;15930;86,35
3515509;Fernandópolis;2030;63792;2016;65808;96,94
3515608;Fernando Prestes;2030;5151;349;5500;93,65
3515657;Fernão;2030;1156;557;1713;67,48
3515707;Ferraz de Vasconcelos;2030;203197;9546;212743;95,51
3515806;Flora Rica;2030;1341;126;1467;91,41
3515905;Floreal;2030;2362;341;2703;87,38
3516002;Flórida Paulista;2030;9088;2430;11518;78,9
3516101;Florínia;2030;2451;178;2629;93,23
3516200;Franca;2030;349826;6251;356077;98,24
3516309;Francisco Morato;2030;193053;393;193446;99,8
3516408;Franco da Rocha;2030;154873;13234;168107;92,13
3516507;Gabriel Monteiro;2030;2406;195;2601;92,5
3516606;Gália;2030;5054;1247;6301;80,21
3516705;Garça;2030;39176;2143;41319;94,81
3516804;Gastão Vidigal;2030;4954;207;5161;95,99
3516853;Gavião Peixoto;2030;4441;307;4748;93,53
3516903;General Salgado;2030;9491;931;10422;91,07
3517000;Getulina;2030;9259;1643;10902;84,93
3517109;Glicério;2030;3883;965;4848;80,09
3517208;Guaiçara;2030;12152;667;12819;94,8
3517307;Guaimbê;2030;5312;356;5668;93,72
3517406;Guaíra;2030;38471;1213;39684;96,94
3517505;Guapiaçu;2030;20890;1760;22650;92,23
3517604;Guapiara;2030;8100;10220;18320;44,21
3517703;Guará;2030;21212;438;21650;97,98
3517802;Guaraçai;2030;7020;1244;8264;84,95
3517901;Guaraci;2030;10998;602;11600;94,81
3518008;Guarani d'Oeste;2030;1697;180;1877;90,41
3518107;Guarantã;2030;6156;385;6541;94,11
3518206;Guararapes;2030;31079;1598;32677;95,11
3518305;Guararema;2030;27771;4500;32271;86,06
3518404;Guaratinguetá;2030;115818;5486;121304;95,48
3518503;Guareí;2030;9565;6995;16560;57,76
3518602;Guariba;2030;40820;501;41321;98,79
3518701;Guarujá;2030;337788;65;337853;99,98
3518800;Guarulhos;2030;1448031;0;1448031;100
3518859;Guatapará;2030;6699;1102;7801;85,87
3518909;Guzolândia;2030;4925;417;5342;92,19
3519006;Herculândia;2030;9219;512;9731;94,74
3519055;Holambra;2030;15173;1363;16536;91,76
3519071;Hortolândia;2030;260650;0;260650;100
3519105;Iacanga;2030;10974;1218;12192;90,01
3519204;Iacri;2030;5378;701;6079;88,47
3519253;Iaras;2030;3274;4085;7359;44,49
3519303;Ibaté;2030;36333;1175;37508;96,87
3519402;Ibirá;2030;11867;785;12652;93,8
3519501;Ibirarema;2030;7640;425;8065;94,73
3519600;Ibitinga;2030;59568;1831;61399;97,02
3519709;Ibiúna;2030;31164;49114;80278;38,82
3519808;Icém;2030;7369;1056;8425;87,47
3519907;Iepê;2030;7719;393;8112;95,16
3520004;Igaraçu do Tietê;2030;24583;142;24725;99,43
3520103;Igarapava;2030;29179;1127;30306;96,28
3520202;Igaratá;2030;8712;971;9683;89,97
3520301;Iguape;2030;26787;3515;30302;88,4
3520400;Ilhabela;2030;36402;252;36654;99,31
3520426;Ilha Comprida;2030;11358;0;11358;100
3520442;Ilha Solteira;2030;24027;1577;25604;93,84
3520509;Indaiatuba;2030;261935;2660;264595;98,99
3520608;Indiana;2030;4252;458;4710;90,28
3520707;Indiaporã;2030;3480;284;3764;92,45
3520806;Inúbia Paulista;2030;3775;290;4065;92,87
3520905;Ipaussu;2030;14391;774;15165;94,9
3521002;Iperó;2030;23711;14715;38426;61,71
3521101;Ipeúna;2030;8329;574;8903;93,55
3521150;Ipiguá;2030;3895;1781;5676;68,62
3521200;Iporanga;2030;3406;1183;4589;74,22
3521309;Ipuã;2030;16644;447;17091;97,38
3521408;Iracemápolis;2030;25510;447;25957;98,28
3521507;Irapuã;2030;7463;534;7997;93,32
3521606;Irapuru;2030;4914;2036;6950;70,71
3521705;Itaberá;2030;14540;3109;17649;82,38
3521804;Itaí;2030;22336;6109;28445;78,52
3521903;Itajobi;2030;13001;1364;14365;90,5
3522000;Itaju;2030;3435;514;3949;86,98
3522109;Itanhaém;2030;107086;647;107733;99,4
3522158;Itaóca;2030;1747;1457;3204;54,53
3522208;Itapecerica da Serra;2030;182146;1522;183668;99,17
3522307;Itapetininga;2030;160562;11896;172458;93,1
3522406;Itapeva;2030;90826;5014;95840;94,77
3522505;Itapevi;2030;270639;0;270639;100
3522604;Itapira;2030;68063;3917;71980;94,56
3522653;Itapirapuã Paulista;2030;2424;2071;4495;53,93
3522703;Itápolis;2030;40319;1932;42251;95,43
3522802;Itaporanga;2030;12763;2109;14872;85,82
3522901;Itapuí;2030;14656;341;14997;97,73
3523008;Itapura;2030;4301;1081;5382;79,91
3523107;Itaquaquecetuba;2030;412303;0;412303;100
3523206;Itararé;2030;46766;3463;50229;93,11
3523305;Itariri;2030;14524;4340;18864;76,99
3523404;Itatiba;2030;114177;13592;127769;89,36
3523503;Itatinga;2030;21386;1101;22487;95,1
3523602;Itirapina;2030;17193;1065;18258;94,17
3523701;Itirapuã;2030;5842;730;6572;88,89
3523800;Itobi;2030;7272;292;7564;96,14
3523909;Itu;2030;172872;6856;179728;96,19
3524006;Itupeva;2030;67175;2566;69741;96,32
3524105;Ituverava;2030;38441;2390;40831;94,15
3524204;Jaborandi;2030;6388;281;6669;95,79
3524303;Jaboticabal;2030;74156;781;74937;98,96
3524402;Jacareí;2030;234985;3291;238276;98,62
3524501;Jaci;2030;7167;526;7693;93,16
3524600;Jacupiranga;2030;9492;7941;17433;54,45
3524709;Jaguariúna;2030;59513;1048;60561;98,27
3524808;Jales;2030;43996;2758;46754;94,1
3524907;Jambeiro;2030;3222;3508;6730;47,88
3525003;Jandira;2030;136231;0;136231;100
3525102;Jardinópolis;2030;45718;455;46173;99,01
3525201;Jarinu;2030;31775;2912;34687;91,6
3525300;Jaú;2030;153399;3269;156668;97,91
3525409;Jeriquara;2030;2830;301;3131;90,39
3525508;Joanópolis;2030;13127;0;13127;100
3525607;João Ramalho;2030;4152;390;4542;91,41
3525706;José Bonifácio;2030;35525;2603;38128;93,17
3525805;Júlio Mesquita;2030;4584;216;4800;95,5
3525854;Jumirim;2030;2649;992;3641;72,75
3525904;Jundiaí;2030;417674;9729;427403;97,72
3526001;Junqueirópolis;2030;18358;2634;20992;87,45
3526100;Juquiá;2030;12890;6192;19082;67,55
3526209;Juquitiba;2030;29349;2798;32147;91,3
3526308;Lagoinha;2030;3685;1139;4824;76,39
3526407;Laranjal Paulista;2030;27141;2528;29669;91,48
3526506;Lavínia;2030;4022;4219;8241;48,8
3526605;Lavrinhas;2030;7275;341;7616;95,52
3526704;Leme;2030;105570;1860;107430;98,27
3526803;Lençóis Paulista;2030;68164;1172;69336;98,31
3526902;Limeira;2030;301103;6205;307308;97,98
3527009;Lindóia;2030;8330;0;8330;100
3527108;Lins;2030;75792;896;76688;98,83
3527207;Lorena;2030;87281;1996;89277;97,76
3527256;Lourdes;2030;1924;245;2169;88,7
3527306;Louveira;2030;53591;1048;54639;98,08
3527405;Lucélia;2030;19012;2535;21547;88,24
3527504;Lucianópolis;2030;1894;371;2265;83,62
3527603;Luís Antônio;2030;15831;114;15945;99,29
3527702;Luiziânia;2030;6041;240;6281;96,18
3527801;Lupércio;2030;4267;203;4470;95,46
3527900;Lutécia;2030;2237;331;2568;87,11
3528007;Macatuba;2030;17014;327;17341;98,11
3528106;Macaubal;2030;6995;603;7598;92,06
3528205;Macedônia;2030;2846;597;3443;82,66
3528304;Magda;2030;2600;370;2970;87,54
3528403;Mairinque;2030;38869;9561;48430;80,26
3528502;Mairiporã;2030;106095;5466;111561;95,1
3528601;Manduri;2030;9366;446;9812;95,45
3528700;Marabá Paulista;2030;2238;2789;5027;44,52
3528809;Maracaí;2030;12645;861;13506;93,63
3528858;Marapoama;2030;2822;227;3049;92,55
3528908;Mariápolis;2030;3575;410;3985;89,71
3529005;Marília;2030;229049;10759;239808;95,51
3529104;Marinópolis;2030;1759;309;2068;85,06
3529203;Martinópolis;2030;23682;2839;26521;89,3
3529302;Matão;2030;79520;1486;81006;98,17
3529401;Mauá;2030;488538;0;488538;100
3529500;Mendonça;2030;4675;516;5191;90,06
3529609;Meridiano;2030;2709;891;3600;75,25
3529658;Mesópolis;2030;1713;178;1891;90,59
3529708;Miguelópolis;2030;21304;799;22103;96,39
3529807;Mineiros do Tietê;2030;12405;580;12985;95,53
3529906;Miracatu;2030;11483;8821;20304;56,56
3530003;Mira Estrela;2030;1998;997;2995;66,71
3530102;Mirandópolis;2030;27110;2009;29119;93,1
3530201;Mirante do Paranapanema;2030;10764;7516;18280;58,88
3530300;Mirassol;2030;58500;1516;60016;97,47
3530409;Mirassolândia;2030;4068;936;5004;81,29
3530508;Mococa;2030;63767;2278;66045;96,55
3530607;Mogi das Cruzes;2030;439030;31490;470520;93,31
3530706;Mogi-Guaçu;2030;149263;5179;154442;96,65
3530805;Moji Mirim;2030;89144;2831;91975;96,92
3530904;Mombuca;2030;3135;256;3391;92,45
3531001;Monções;2030;1897;253;2150;88,23
3531100;Mongaguá;2030;60041;263;60304;99,56
3531209;Monte Alegre do Sul;2030;5437;2666;8103;67,1
3531308;Monte Alto;2030;47583;1055;48638;97,83
3531407;Monte Aprazível;2030;22573;1561;24134;93,53
3531506;Monte Azul Paulista;2030;16883;662;17545;96,23
3531605;Monte Castelo;2030;3401;500;3901;87,18
3531704;Monteiro Lobato;2030;2139;2544;4683;45,68
3531803;Monte Mor;2030;66037;2378;68415;96,52
3531902;Morro Agudo;2030;34185;670;34855;98,08
3532009;Morungaba;2030;13284;968;14252;93,21
3532058;Motuca;2030;4160;710;4870;85,42
3532108;Murutinga do Sul;2030;2625;1645;4270;61,48
3532157;Nantes;2030;3276;90;3366;97,33
3532207;Narandiba;2030;4618;659;5277;87,51
3532306;Natividade da Serra;2030;2906;3825;6731;43,17
3532405;Nazaré Paulista;2030;19577;382;19959;98,09
3532504;Neves Paulista;2030;7712;585;8297;92,95
3532603;Nhandeara;2030;9032;1426;10458;86,36
3532702;Nipoã;2030;4938;431;5369;91,97
3532801;Nova Aliança;2030;6060;665;6725;90,11
3532827;Nova Campina;2030;9390;1362;10752;87,33
3532843;Nova Canaã Paulista;2030;1049;724;1773;59,17
3532868;Nova Castilho;2030;1064;140;1204;88,37
3532900;Nova Europa;2030;11282;465;11747;96,04
3533007;Nova Granada;2030;20737;1353;22090;93,88
3533106;Nova Guataporanga;2030;2006;171;2177;92,15
3533205;Nova Independência;2030;3670;455;4125;88,97
3533254;Novais;2030;5712;379;6091;93,78
3533304;Nova Lusitânia;2030;4215;192;4407;95,64
3533403;Nova Odessa;2030;60974;1010;61984;98,37
3533502;Novo Horizonte;2030;37775;2452;40227;93,9
3533601;Nuporanga;2030;7273;215;7488;97,13
3533700;Ocauçu;2030;3708;395;4103;90,37
