cod_ibge;municipio;ano;pop_urb;pop_rur;pop_tot;grau_urb
3528106;Macaubal;2000;6248;1137;7385;84,6
3528205;Macedônia;2000;2683;1080;3763;71,3
3528304;Magda;2000;2730;693;3423;79,75
3528403;Mairinque;2000;34241;5619;39860;85,9
3528502;Mairiporã;2000;47895;11988;59883;79,98
3528601;Manduri;2000;6363;1898;8261;77,02
3528700;Marabá Paulista;2000;2047;1650;3697;55,37
3528809;Maracaí;2000;11415;1583;12998;87,82
3528858;Marapoama;2000;1541;693;2234;68,98
3528908;Mariápolis;2000;2806;1052;3858;72,73
3529005;Marília;2000;189357;7608;196965;96,14
3529104;Marinópolis;2000;1646;548;2194;75,02
3529203;Martinópolis;2000;17954;4366;22320;80,44
3529302;Matão;2000;69087;2582;71669;96,4
3529401;Mauá;2000;362676;0;362676;100
3529500;Mendonça;2000;2762;994;3756;73,54
3529609;Meridiano;2000;2656;1367;4023;66,02
3529658;Mesópolis;2000;1218;713;1931;63,08
3529708;Miguelópolis;2000;17546;1457;19003;92,33
3529807;Mineiros do Tietê;2000;10943;447;11390;96,08
3529906;Miracatu;2000;10895;11454;22349;48,75
3530003;Mira Estrela;2000;1942;655;2597;74,78
3530102;Mirandópolis;2000;22274;3647;25921;85,93
3530201;Mirante do Paranapanema;2000;9827;6376;16203;60,65
3530300;Mirassol;2000;46484;1749;48233;96,37
3530409;Mirassolândia;2000;3118;616;3734;83,5
3530508;Mococa;2000;57222;8281;65503;87,36
3530607;Mogi das Cruzes;2000;301578;28075;329653;91,48
3530706;Mogi-Guaçu;2000;115956;8028;123984;93,52
3530805;Moji Mirim;2000;72943;8350;81293;89,73
3530904;Mombuca;2000;2267;835;3102;73,08
3531001;Monções;2000;1744;312;2056;84,82
3531100;Mongaguá;2000;34742;155;34897;99,56
3531209;Monte Alegre do Sul;2000;3277;3035;6312;51,92
3531308;Monte Alto;2000;40729;2845;43574;93,47
3531407;Monte Aprazível;2000;15929;2475;18404;86,55
3531506;Monte Azul Paulista;2000;17546;1988;19534;89,82
3531605;Monte Castelo;2000;3008;1087;4095;73,46
3531704;Monteiro Lobato;2000;1514;2099;3613;41,9
3531803;Monte Mor;2000;34051;3156;37207;91,52
3531902;Morro Agudo;2000;22764;2622;25386;89,67
3532009;Morungaba;2000;7772;2121;9893;78,56
3532058;Motuca;2000;2443;1423;3866;63,19
3532108;Murutinga do Sul;2000;2593;1376;3969;65,33
3532157;Nantes;2000;1661;611;2272;73,11
3532207;Narandiba;2000;2278;1459;3737;60,96
3532306;Natividade da Serra;2000;2851;4096;6947;41,04
3532405;Nazaré Paulista;2000;5818;8563;14381;40,46
3532504;Neves Paulista;2000;7739;1162;8901;86,95
3532603;Nhandeara;2000;7881;2315;10196;77,3
3532702;Nipoã;2000;2801;461;3262;85,87
3532801;Nova Aliança;2000;3614;1148;4762;75,89
3532827;Nova Campina;2000;3866;3406;7272;53,16
3532843;Nova Canaã Paulista;2000;823;1662;2485;33,12
3532868;Nova Castilho;2000;486;504;990;49,09
3532900;Nova Europa;2000;6456;830;7286;88,61
3533007;Nova Granada;2000;15020;1978;16998;88,36
3533106;Nova Guataporanga;2000;1728;359;2087;82,8
3533205;Nova Independência;2000;1503;559;2062;72,89
3533254;Novais;2000;2668;556;3224;82,75
3533304;Nova Lusitânia;2000;2287;461;2748;83,22
3533403;Nova Odessa;2000;41028;959;41987;97,72
3533502;Novo Horizonte;2000;28900;3513;32413;89,16
3533601;Nuporanga;2000;5069;1235;6304;80,41
3533700;Ocauçu;2000;2915;1250;4165;69,99
3533809;Óleo;2000;1772;1220;2992;59,22
3533908;Olímpia;2000;42613;3368;45981;92,68
3534005;Onda Verde;2000;2315;1092;3407;67,95
3534104;Oriente;2000;5069;823;5892;86,03
3534203;Orindiúva;2000;3672;477;4149;88,5
3534302;Orlândia;2000;35161;795;35956;97,79
3534401;Osasco;2000;651736;0;651736;100
3534500;Oscar Bressane;2000;1927;625;2552;75,51
3534609;Osvaldo Cruz;2000;26135;3506;29641;88,17
3534708;Ourinhos;2000;89209;4484;93693;95,21
3534757;Ouroeste;2000;4651;1625;6276;74,11
3534807;Ouro Verde;2000;6344;803;7147;88,76
3534906;Pacaembu;2000;9496;3021;12517;75,86
3535002;Palestina;2000;7227;1872;9099;79,43
3535101;Palmares Paulista;2000;8094;331;8425;96,07
3535200;Palmeira d'Oeste;2000;7088;3239;10327;68,64
3535309;Palmital;2000;16776;3905;20681;81,12
3535408;Panorama;2000;12653;983;13636;92,79
3535507;Paraguaçu Paulista;2000;36570;2989;39559;92,44
3535606;Paraibuna;2000;5288;11700;16988;31,13
3535705;Paraíso;2000;4451;971;5422;82,09
3535804;Paranapanema;2000;11647;3835;15482;75,23
3535903;Paranapuã;2000;3030;603;3633;83,4
3536000;Parapuã;2000;8496;2611;11107;76,49
3536109;Pardinho;2000;2983;1735;4718;63,23
3536208;Pariquera-Açu;2000;11690;5911;17601;66,42
3536257;Parisi;2000;1504;440;1944;77,37
3536307;Patrocínio Paulista;2000;8593;2806;11399;75,38
3536406;Paulicéia;2000;3925;1365;5290;74,2
3536505;Paulínia;2000;50601;562;51163;98,9
3536570;Paulistânia;2000;998;780;1778;56,13
3536604;Paulo de Faria;2000;7441;1029;8470;87,85
3536703;Pederneiras;2000;34048;2519;36567;93,11
3536802;Pedra Bela;2000;1204;4400;5604;21,48
3536901;Pedranópolis;2000;1654;1083;2737;60,43
3537008;Pedregulho;2000;10900;4082;14982;72,75
3537107;Pedreira;2000;34056;1085;35141;96,91
3537156;Pedrinhas Paulista;2000;2312;546;2858;80,9
3537206;Pedro de Toledo;2000;6150;3023;9173;67,04
3537305;Penápolis;2000;50560;4010;54570;92,65
3537404;Pereira Barreto;2000;23147;1886;25033;92,47
3537503;Pereiras;2000;4153;2054;6207;66,91
3537602;Peruíbe;2000;50160;1077;51237;97,9
3537701;Piacatu;2000;3806;818;4624;82,31
3537800;Piedade;2000;22028;28037;50065;44
3537909;Pilar Do Sul;2000;17438;6464;23902;72,96
3538006;Pindamonhangaba;2000;118841;6934;125775;94,49
3538105;Pindorama;2000;12078;1023;13101;92,19
3538204;Pinhalzinho;2000;5278;5681;10959;48,16
3538303;Piquerobi;2000;2453;1023;3476;70,57
3538501;Piquete;2000;14205;991;15196;93,48
3538600;Piracaia;2000;23303;0;23303;100
3538709;Piracicaba;2000;316876;11766;328642;96,42
3538808;Piraju;2000;24280;3599;27879;87,09
3538907;Pirajuí;2000;16257;3826;20083;80,95
3539004;Pirangi;2000;8685;1351;10036;86,54
3539103;Pirapora do Bom Jesus;2000;12337;7;12344;99,94
3539202;Pirapozinho;2000;20705;1388;22093;93,72
3539301;Pirassununga;2000;57521;7261;64782;88,79
3539400;Piratininga;2000;8849;1726;10575;83,68
3539509;Pitangueiras;2000;29265;1847;31112;94,06
3539608;Planalto;2000;2827;841;3668;77,07
3539707;Platina;2000;2119;748;2867;73,91
3539806;Poá;2000;94470;1127;95597;98,82
3539905;Poloni;2000;4261;510;4771;89,31
3540002;Pompéia;2000;16714;1448;18162;92,03
3540101;Pongaí;2000;2908;784;3692;78,76
3540200;Pontal;2000;28515;1093;29608;96,31
3540259;Pontalinda;2000;2680;856;3536;75,79
3540309;Pontes Gestal;2000;1938;605;2543;76,21
3540408;Populina;2000;3427;1025;4452;76,98
3540507;Porangaba;2000;3466;3176;6642;52,18
3540606;Porto Feliz;2000;36532;8892;45424;80,42
3540705;Porto Ferreira;2000;45478;1865;47343;96,06
3540754;Potim;2000;12926;636;13562;95,31
3540804;Potirendaba;2000;11663;1968;13631;85,56
3540853;Pracinha;2000;1187;245;1432;82,89
3540903;Pradópolis;2000;11846;1034;12880;91,97
3541000;Praia Grande;2000;192769;0;192769;100
3541059;Pratânia;2000;2714;1227;3941;68,87
3541109;Presidente Alves;2000;3317;1002;4319;76,8
3541208;Presidente Bernardes;2000;10146;4504;14650;69,26
3541307;Presidente Epitácio;2000;36314;2940;39254;92,51
3541406;Presidente Prudente;2000;184997;3952;188949;97,91
3541505;Presidente Venceslau;2000;34543;2792;37335;92,52
3541604;Promissão;2000;25609;5464;31073;82,42
3541653;Quadra;2000;668;1975;2643;25,27
3541703;Quatá;2000;10545;1107;11652;90,5
3541802;Queiroz;2000;1657;512;2169;76,39
3541901;Queluz;2000;7834;1264;9098;86,11
3542008;Quitana;2000;4912;528;5440;90,29
3542107;Rafard;2000;7171;1191;8362;85,76
3542206;Rancharia;2000;24973;3781;28754;86,85
3542305;Redenção da Serra;2000;1627;2420;4047;40,2
3542404;Regente Feijó;2000;15247;1730;16977;89,81
3542503;Reginópolis;2000;3784;958;4742;79,8
3542602;Registro;2000;43028;10676;53704;80,12
3542701;Restinga;2000;4133;1439;5572;74,17
3542800;Ribeira;2000;1007;2505;3512;28,67
3542909;Ribeirão Bonito;2000;9951;1286;11237;88,56
3543006;Ribeirão Branco;2000;8977;12234;21211;42,32
3543105;Ribeirão Corrente;2000;2934;940;3874;75,74
3543204;Ribeirão do Sul;2000;2853;1635;4488;63,57
3543238;Ribeirão dos Índios;2000;1759;462;2221;79,2
3543253;Ribeirão Grande;2000;2321;5056;7377;31,46
3543303;Ribeirão Pires;2000;104305;0;104305;100
3543402;Ribeirão Preto;2000;502002;2160;504162;99,57
3543501;Riversul;2000;5055;2155;7210;70,11
3543600;Rifaina;2000;2863;458;3321;86,21
3543709;Rincão;2000;8257;2073;10330;79,93
3543808;Rinópolis;2000;7954;2309;10263;77,5
3543907;Rio Claro;2000;163170;4732;167902;97,18
3544004;Rio das Pedras;2000;21911;1537;23448;93,45
3544103;Rio Grande da Serra;2000;37015;0;37015;100
3544202;Riolândia;2000;6854;1698;8552;80,14
3544251;Rosana;2000;6189;18003;24192;25,58
3544301;Roseira;2000;7989;562;8551;93,43
3544400;Rubiácea;2000;1270;1070;2340;54,27
3544509;Rubinéia;2000;1913;698;2611;73,27
3544608;Sabino;2000;4087;860;4947;82,62
3544707;Sagres;2000;1579;862;2441;64,69
3544806;Sales;2000;3553;1002;4555;78
3544905;Sales Oliveira;2000;7827;1481;9308;84,09
3545001;Salesópolis;2000;8722;5604;14326;60,88
3545100;Salmourão;2000;3562;840;4402;80,92
3545159;Saltinho;2000;4807;985;5792;82,99
3545209;Salto;2000;91842;1091;92933;98,83
3545308;Salto de Pirapora;2000;27300;7665;34965;78,08
3545407;Salto Grande;2000;7381;1056;8437;87,48
3545506;Sandovalina;2000;1746;1336;3082;56,65
3545605;Santa Adélia;2000;12063;1378;13441;89,75
3545704;Santa Albertina;2000;4435;1154;5589;79,35
3545803;Santa Bárbara d'Oeste;2000;167660;2158;169818;98,73
3546009;Santa Branca;2000;11696;1286;12982;90,09
3546108;Santa Clara d'Oeste;2000;1466;660;2126;68,96
3546207;Santa Cruz da Conceição;2000;1931;1594;3525;54,78
3546256;Santa Cruz da Esperança;2000;1196;599;1795;66,63
3546306;Santa Cruz das Palmeiras;2000;23992;1525;25517;94,02
3546405;Santa Cruz do Rio Pardo;2000;35083;5793;40876;85,83
3546504;Santa Ernestina;2000;4390;1349;5739;76,49
3546603;Santa Fé do Sul;2000;24879;1599;26478;93,96
3546702;Santa Gertrudes;2000;15468;377;15845;97,62
3546801;Santa Isabel;2000;32970;10712;43682;75,48
3546900;Santa Lucia;2000;7031;806;7837;89,72
3547007;Santa Maria da Serra;2000;3947;722;4669;84,54
3547106;Santa Mercedes;2000;2233;572;2805;79,61
3547205;Santana da Ponte Pensa;2000;1108;790;1898;58,38
3547304;Santana de Parnaíba;2000;74343;0;74343;100
3547403;Santa Rita d'Oeste;2000;1557;1144;2701;57,65
3547502;Santa Rita do Passa Quatro;2000;22476;3642;26118;86,06
3547601;Santa Rosa do Viterbo;2000;20175;1238;21413;94,22
3547650;Santa Salete;2000;541;838;1379;39,23
3547700;Santo Anastácio;2000;19037;1704;20741;91,78
3547809;Santo André;2000;649000;0;649000;100
3547908;Santo Antonio da Alegria;2000;4189;1568;5757;72,76
3548005;Santo Antonio da Posse;2000;14633;3441;18074;80,96
3548054;Santo Antonio do Aracanguá;2000;4537;2393;6930;65,47
3548104;Santo Antonio do Jardim;2000;3272;2878;6150;53,2
3548203;Santo Antonio do Pinhal;2000;3026;3292;6318;47,89
3548302;Santo Expedito;2000;1999;524;2523;79,23
3548401;Santópolis do Aguapeí;2000;3587;229;3816;94
3548500;Santos;2000;415739;2236;417975;99,47
3548609;São Bento do Sapucaí;2000;4620;5719;10339;44,69
3548708;São Bernardo do Campo;2000;689521;12235;701756;98,26
3548807;São Caetano do Sul;2000;140241;0;140241;100
3548906;São Carlos;2000;183092;9547;192639;95,04
3549003;São Francisco;2000;2053;807;2860;71,78
3549102;São João da Boa Vista;2000;71674;5630;77304;92,72
3549201;São João das Duas Pontes;2000;2016;645;2661;75,76
3549250;São João de Iracema;2000;1158;513;1671;69,3
3549300;São João do Pau d'Alho;2000;1615;570;2185;73,91
3549409;São Joaquim da Barra;2000;40743;787;41530;98,1
3549508;São José da Bela Vista;2000;6959;1107;8066;86,28
3549607;São José do Barreiro;2000;2470;1671;4141;59,65
3549706;São José do Rio Pardo;2000;41590;8432;50022;83,14
3549805;São José do Rio Preto;2000;336519;21186;357705;94,08
3549904;São José dos Campos;2000;531714;6584;538298;98,78
3549953;São Lourenço da Serra;2000;10733;1412;12145;88,37
3550001;São Luís do Paraitinga;2000;6142;4282;10424;58,92
3550100;São Manuel;2000;34003;2499;36502;93,15
3550209;São Miguel Arcanjo;2000;17953;12790;30743;58,4
3550308;São Paulo;2000;9805787;620597;10426384;94,05
3550407;São Pedro;2000;22364;5447;27811;80,41
3550506;São Pedro do Turvo;2000;4400;2489;6889;63,87
3550605;São Roque;2000;48654;17883;66537;73,12
3550704;São Sebastião;2000;57162;583;57745;98,99
3550803;São Sebastião da Grama;2000;7490;4958;12448;60,17
3550902;São Simão;2000;11925;1733;13658;87,31
3551009;São Vicente;2000;303061;138;303199;99,95
3551108;Sarapuí;2000;5095;2697;7792;65,39
3551207;Sarutaiá;2000;2822;910;3732;75,62
3551306;Sebastianópolis do Sul;2000;1649;897;2546;64,77
3551405;Serra Azul;2000;6796;637;7433;91,43
3551504;Serrana;2000;31718;781;32499;97,6
3551603;Serra Negra;2000;20593;3236;23829;86,42
3551702;Sertãozinho;2000;90373;4126;94499;95,63
3551801;Sete Barras;2000;4640;9062;13702;33,86
3551900;Severínia;2000;12130;1440;13570;89,39
3552007;Silveiras;2000;2449;2924;5373;45,58
3552106;Socorro;2000;20967;11717;32684;64,15
3552205;Sorocaba;2000;485520;6725;492245;98,63
3552304;Sud Mennucci;2000;6311;1052;7363;85,71
3552403;Sumaré;2000;193322;2777;196099;98,58
3552502;Suzano;2000;220675;7242;227917;96,82
3552551;Suzanópolis;2000;1936;850;2786;69,49
3552601;Tabapuã;2000;9013;1475;10488;85,94
3552700;Tabatinga;2000;10165;2802;12967;78,39
3552809;Taboão da Serra;2000;197247;0;197247;100
3552908;Taciba;2000;4238;978;5216;81,25
3553005;Taguaí;2000;6400;1058;7458;85,81
3553104;Taiaçu;2000;4842;771;5613;86,26
3553203;Taiúva;2000;4755;748;5503;86,41
3553302;Tambaú;2000;19023;3211;22234;85,56
3553401;Tanabi;2000;17981;4596;22577;79,64
3553500;Tapiraí;2000;5765;2773;8538;67,52
3553609;Tapiratiba;2000;9213;3718;12931;71,25
3553658;Taquaral;2000;2580;141;2721;94,82
3553708;Taquaritinga;2000;47544;4469;52013;91,41
3553807;Taquarituba;2000;18299;3648;21947;83,38
3553856;Taquarivaí;2000;2274;2183;4457;51,02
3553906;Tarabaí;2000;5217;558;5775;90,34
3553955;Tarumã;2000;9635;1096;10731;89,79
3554003;Tatuí;2000;85434;7801;93235;91,63
3554102;Taubaté;2000;229495;14288;243783;94,14
3554201;Tejupá;2000;2720;2610;5330;51,03
3554300;Teodoro Sampaio;2000;15912;4079;19991;79,6
3554409;Terra Roxa;2000;7217;524;7741;93,23
3554508;Tietê;2000;28613;3025;31638;90,44
3554607;Timburi;2000;1813;919;2732;66,36
3554656;Torre de Pedra;2000;1251;882;2133;58,65
3554706;Torrinha;2000;7278;1546;8824;82,48
3554755;Trabiju;2000;1230;150;1380;89,13
3554805;Tremembé;2000;29800;4946;34746;85,77
3554904;Três Fronteiras;2000;4066;1092;5158;78,83
3554953;Tuiuti;2000;2267;2680;4947;45,83
3555000;Tupã;2000;60323;2965;63288;95,32
3555109;Tupi Paulista;2000;10883;2410;13293;81,87
3555208;Turiúba;2000;1493;404;1897;78,7
3555307;Turmalina;2000;1549;820;2369;65,39
3555356;Ubarana;2000;3797;407;4204;90,32
3555406;Ubatuba;2000;64983;1661;66644;97,51
3555505;Ubirajara;2000;2997;1159;4156;72,11
3555604;Uchôa;2000;7876;1152;9028;87,24
3555703;União Paulista;2000;973;381;1354;71,86
3555802;Urânia;2000;7063;1759;8822;80,06
3555901;Uru;2000;989;415;1404;70,44
3556008;Urupês;2000;9780;2045;11825;82,71
3556107;Valentim Gentil;2000;7501;1074;8575;87,48
3556206;Valinhos;2000;78358;4459;82817;94,62
3556305;Valparaíso;2000;16070;2484;18554;86,61
3556354;Vargem;2000;2602;4351;6953;37,42
3556404;Vargem Grande do Sul;2000;33661;2586;36247;92,87
3556453;Vargem Grande Paulista;2000;32464;0;32464;100
3556503;Várzea Paulista;2000;92537;0;92537;100
3556602;Vera Cruz;2000;9164;1921;11085;82,67
3556701;Vinhedo;2000;46027;1038;47065;97,79
3556800;Viradouro;2000;15059;874;15933;94,51
3556909;Vista Alegre do Alto;2000;4133;609;4742;87,16
3556958;Vitória Brasil;2000;1188;485;1673;71,01
3557006;Votorantim;2000;92570;3197;95767;96,66
3557105;Votuporanga;2000;72698;2830;75528;96,25
3557154;Zacarias;2000;1332;615;1947;68,41
3557204;Chavantes;2000;10436;1753;12189;85,62
3557303;Estiva Gerbi;2000;7621;1211;8832;86,29
3500105;Adamantina;2005;31120;2644;33764;92,17
3500204;Adolfo;2005;3127;517;3644;85,81
3500303;Aguaí;2005;26703;3481;30184;88,47
3500402;Águas da Prata;2005;6387;943;7330;87,14
3500501;Águas de Lindóia;2005;16239;459;16698;97,25
3500550;Águas de Santa Bárbara;2005;4053;1375;5428;74,67
3500600;Águas de São Pedro;2005;2287;0;2287;100
3500709;Agudos;2005;31792;1788;33580;94,68
3500758;Alambari;2005;2975;1281;4256;69,9
3500808;Alfredo Marcondes;2005;2941;870;3811;77,17
3500907;Altair;2005;2773;883;3656;75,85
3501004;Altinópolis;2005;13063;2609;15672;83,35
3501103;Alto Alegre;2005;3123;1064;4187;74,59
3501152;Alumínio;2005;13903;2237;16140;86,14
3501202;Álvares Florence;2005;2652;1473;4125;64,29
3501301;Álvares Machado;2005;20609;2652;23261;88,6
3501400;Álvaro de Carvalho;2005;2679;1696;4375;61,23
3501509;Alvinlândia;2005;2555;363;2918;87,56
3501608;Americana;2005;196188;650;196838;99,67
3501707;Américo Brasiliense;2005;30674;577;31251;98,15
3501806;Américo de Campos;2005;4580;1082;5662;80,89
3501905;Amparo;2005;47364;15904;63268;74,86
3502002;Analândia;2005;2996;927;3923;76,37
3502101;Andradina;2005;51226;4207;55433;92,41
3502200;Angatuba;2005;14508;6320;20828;69,66
3502309;Anhembi;2005;3724;1331;5055;73,67
3502408;Anhumas;2005;2761;815;3576;77,21
3502507;Aparecida;2005;34396;476;34872;98,64
3502606;Aparecida d'Oeste;2005;3652;1068;4720;77,37
3502705;Apiaí;2005;17408;9039;26447;65,82
3502754;Araçariguama;2005;11051;2966;14017;78,84
3502804;Araçatuba;2005;170982;4847;175829;97,24
3502903;Araçoiaba da Serra;2005;15968;7535;23503;67,94
3503000;Aramina;2005;4461;483;4944;90,23
3503109;Arandu;2005;4301;1874;6175;69,65
3503158;Arapeí;2005;1882;668;2550;73,8
3503208;Araraquara;2005;187106;8222;195328;95,79
3503307;Araras;2005;104746;6559;111305;94,11
3503356;Arco-Íris;2005;1082;973;2055;52,65
3503406;Arealva;2005;5681;1885;7566;75,09
3503505;Areias;2005;2459;1209;3668;67,04
3503604;Areiópolis;2005;8966;1535;10501;85,38
3503703;Ariranha;2005;7448;563;8011;92,97
3503802;Artur Nogueira;2005;34660;3973;38633;89,72
3503901;Arujá;2005;63545;3465;67010;94,83
3503950;Aspásia;2005;1215;628;1843;65,93
3504008;Assis;2005;86959;4225;91184;95,37
3504107;Atibaia;2005;105384;13958;119342;88,3
3504206;Auriflama;2005;12388;1547;13935;88,9
3504305;Avaí;2005;3259;1518;4777;68,22
3504404;Avanhandava;2005;8783;1262;10045;87,44
3504503;Avaré;2005;75657;4051;79708;94,92
3504602;Bady Bassitt;2005;11776;1281;13057;90,19
3504701;Balbinos;2005;1119;1387;2506;44,65
3504800;Bálsamo;2005;6857;886;7743;88,56
3504909;Bananal;2005;7648;2359;10007;76,43
3505005;Barão de Antonina;2005;1774;1186;2960;59,93
3505104;Barbosa;2005;5208;1025;6233;83,56
3505203;Bariri;2005;27904;2061;29965;93,12
3505302;Barra Bonita;2005;34638;842;35480;97,63
3505351;Barra do Chapéu;2005;1494;3581;5075;29,44
3505401;Barra do Turvo;2005;3018;4959;7977;37,83
3505500;Barretos;2005;103554;4365;107919;95,96
3505609;Barrinha;2005;25926;361;26287;98,63
3505708;Barueri;2005;224616;0;224616;100
3505807;Bastos;2005;17315;3343;20658;83,82
3505906;Batatais;2005;49041;4816;53857;91,06
3506003;Bauru;2005;325064;5686;330750;98,28
3506102;Bebedouro;2005;70681;4530;75211;93,98
3506201;Bento de Abreu;2005;2186;325;2511;87,06
3506300;Bernardino de Campos;2005;9477;1313;10790;87,83
3506359;Bertioga;2005;37688;812;38500;97,89
3506409;Bilac;2005;5891;716;6607;89,16
3506508;Birigui;2005;97825;3633;101458;96,42
3506607;Biritiba Mirim;2005;22475;4155;26630;84,4
3506706;Boa Esperança do Sul;2005;11426;1722;13148;86,9
3506805;Bocaina;2005;9199;926;10125;90,85
3506904;Bofete;2005;5647;2833;8480;66,59
3507001;Boituva;2005;38203;2887;41090;92,97
3507100;Bom Jesus dos Perdões;2005;13870;2583;16453;84,3
3507159;Bom Sucesso de Itararé;2005;2161;1234;3395;63,65
3507209;Borá;2005;626;177;803;77,96
3507308;Boracéia;2005;3527;461;3988;88,44
3507407;Borborema;2005;11893;2023;13916;85,46
3507456;Borebi;2005;1715;400;2115;81,09
3507506;Botucatu;2005;112658;5117;117775;95,66
3507605;Bragança Paulista;2005;125431;10649;136080;92,17
3507704;Braúna;2005;3863;822;4685;82,45
3507753;Brejo Alegre;2005;1936;518;2454;78,89
3507803;Brodowski;2005;18274;917;19191;95,22
3507902;Brotas;2005;17274;2973;20247;85,32
3508009;Buri;2005;14289;3862;18151;78,72
3508108;Buritama;2005;13526;1104;14630;92,45
3508207;Buritizal;2005;3091;769;3860;80,08
3508306;Cabrália Paulista;2005;3879;668;4547;85,31
3508405;Cabreúva;2005;30012;7263;37275;80,52
3508504;Caçapava;2005;69326;11164;80490;86,13
3508603;Cachoeira Paulista;2005;23050;5624;28674;80,39
3508702;Caconde;2005;12209;6422;18631;65,53
3508801;Cafelândia;2005;13702;2533;16235;84,4
3508900;Caiabu;2005;3209;896;4105;78,17
3509007;Caieiras;2005;75559;3164;78723;95,98
3509106;Caiuá;2005;1845;2764;4609;40,03
3509205;Cajamar;2005;55503;1849;57352;96,78
3509254;Cajati;2005;20791;8229;29020;71,64
3509304;Cajobi;2005;8725;800;9525;91,6
3509403;Cajuru;2005;19533;2550;22083;88,45
3509452;Campina do Monte Alegre;2005;4416;999;5415;81,55
3509502;Campinas;2005;1004052;20155;1024207;98,03
3509601;Campo Limpo Paulista;2005;67753;1082;68835;98,43
3509700;Campos do Jordão;2005;46001;363;46364;99,22
3509809;Campos Novos Paulista;2005;3243;1105;4348;74,59
3509908;Cananéia;2005;10246;2024;12270;83,5
3509957;Canas;2005;3504;469;3973;88,2
3510005;Cândido Mota;2005;27285;2361;29646;92,04
3510104;Cândido Rodrigues;2005;2044;608;2652;77,07
3510153;Canitar;2005;3313;666;3979;83,26
3510203;Capão Bonito;2005;37182;9871;47053;79,02
3510302;Capela do Alto;2005;12525;3396;15921;78,67
3510401;Capivari;2005;39134;5920;45054;86,86
3510500;Caraguatatuba;2005;85020;4763;89783;94,69
3510609;Carapicuíba;2005;357275;0;357275;100
3510708;Cardoso;2005;10533;1235;11768;89,51
3510807;Casa Branca;2005;22357;5205;27562;81,12
3510906;Cássia dos Coqueiros;2005;1726;1069;2795;61,75
3511003;Castilho;2005;12732;3704;16436;77,46
3511102;Catanduva;2005;107871;1497;109368;98,63
3511201;Catiguá;2005;6228;615;6843;91,01
3511300;Cedral;2005;5586;1745;7331;76,2
3511409;Cerqueira César;2005;14298;2122;16420;87,08
3511508;Cerquilho;2005;32323;2090;34413;93,93
3511607;Cesário Lange;2005;9638;4519;14157;68,08
3511706;Charqueada;2005;12642;1404;14046;90
3511904;Clementina;2005;5764;424;6188;93,15
3512001;Colina;2005;15530;1538;17068;90,99
3512100;Colômbia;2005;4221;1743;5964;70,77
3512209;Conchal;2005;21938;2103;24041;91,25
3512308;Conchas;2005;12177;3390;15567;78,22
3512407;Cordeirópolis;2005;17390;1897;19287;90,16
3512506;Coroados;2005;3738;1083;4821;77,54
3512605;Coronel Macedo;2005;3936;1366;5302;74,24
3512704;Corumbataí;2005;1894;1939;3833;49,41
3512803;Cosmópolis;2005;48072;3409;51481;93,38
3512902;Cosmorama;2005;4610;2709;7319;62,99
3513009;Cotia;2005;175036;0;175036;100
3513108;Cravinhos;2005;28921;1191;30112;96,04
3513207;Cristais Paulista;2005;4620;2470;7090;65,16
3513306;Cruzália;2005;1554;914;2468;62,97
3513405;Cruzeiro;2005;73051;2330;75381;96,91
3513504;Cubatão;2005;113413;456;113869;99,6
3513603;Cunha;2005;11618;11066;22684;51,22
3513702;Descalvado;2005;25861;4169;30030;86,12
3513801;Diadema;2005;372856;0;372856;100
3513850;Dirce Reis;2005;1171;481;1652;70,88
3513900;Divinolândia;2005;7176;4531;11707;61,3
3514007;Dobrada;2005;7095;352;7447;95,27
3514106;Dois Córregos;2005;21654;1885;23539;91,99
3514205;Dolcinópolis;2005;1877;252;2129;88,16
3514304;Dourado;2005;7847;780;8627;90,96
3514403;Dracena;2005;38489;3485;41974;91,7
3514502;Duartina;2005;10878;1555;12433;87,49
3514601;Dumont;2005;6773;454;7227;93,72
3514700;Echaporã;2005;5098;1514;6612;77,1
3514809;Eldorado;2005;6955;7530;14485;48,02
3514908;Elias Fausto;2005;11324;3535;14859;76,21
3514924;Elisiário;2005;2498;345;2843;87,86
3514957;Embaúba;2005;2016;447;2463;81,85
3515004;Embu;2005;223753;0;223753;100
3515103;Embu-Guaçu;2005;58149;1753;59902;97,07
3515129;Emilianópolis;2005;2339;634;2973;78,67
3515152;Engenheiro Coelho;2005;8902;3874;12776;69,68
3515186;Espírito Santo do Pinhal;2005;35904;5499;41403;86,72
3515194;Espírito Santo do Turvo;2005;3422;536;3958;86,46
3515202;Estrela d'Oeste;2005;6599;1675;8274;79,76
3515301;Estrela do Norte;2005;1936;695;2631;73,58
3515350;Euclides da Cunha Paulista;2005;6270;3687;9957;62,97
3515400;Fartura;2005;11789;3359;15148;77,83
3515509;Fernandópolis;2005;60841;2594;63435;95,91
3515608;Fernando Prestes;2005;4389;1095;5484;80,03
3515657;Fernão;2005;757;755;1512;50,07
3515707;Ferraz de Vasconcelos;2005;150051;5516;155567;96,45
3515806;Flora Rica;2005;1492;480;1972;75,66
3515905;Floreal;2005;2454;685;3139;78,18
3516002;Flórida Paulista;2005;9525;2442;11967;79,59
3516101;Florínia;2005;2575;424;2999;85,86
3516200;Franca;2005;296622;7259;303881;97,61
3516309;Francisco Morato;2005;143954;226;144180;99,84
